cluster_index	protein_index	cluster_number	cluster_member
Cluster_492	new_DNA_2234	8	new_DNA_2188,new_DNA_2158,new_DNA_2228,new_DNA_2222,new_DNA_2194,new_DNA_2234,new_DNA_2175,new_DNA_2177
Cluster_492	new_DNA_2175	8	new_DNA_2188,new_DNA_2158,new_DNA_2228,new_DNA_2222,new_DNA_2194,new_DNA_2234,new_DNA_2175,new_DNA_2177
Cluster_492	new_DNA_2177	8	new_DNA_2188,new_DNA_2158,new_DNA_2228,new_DNA_2222,new_DNA_2194,new_DNA_2234,new_DNA_2175,new_DNA_2177
Cluster_493	new_DNA_2220	2	new_DNA_2220,new_DNA_2229
Cluster_493	new_DNA_2229	2	new_DNA_2220,new_DNA_2229
Cluster_494	new_DNA_2252	1	new_DNA_2252
Cluster_495	new_DNA_2284	1	new_DNA_2284
Cluster_496	new_DNA_2316	1	new_DNA_2316
Cluster_497	new_DNA_2348	1	new_DNA_2348
Cluster_498	new_DNA_2412	1	new_DNA_2412
Cluster_499	new_DNA_2444	1	new_DNA_2444
Cluster_500	new_DNA_2476	2	new_DNA_2476,new_DNA_2475
Cluster_500	new_DNA_2475	2	new_DNA_2476,new_DNA_2475
Cluster_501	new_DNA_2540	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_2542	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_2543	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_3118	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_2544	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_2545	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_3089	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_3107	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_3108	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_2536	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_3111	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_2537	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_2538	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_501	new_DNA_3083	14	new_DNA_2540,new_DNA_2542,new_DNA_2543,new_DNA_3118,new_DNA_2544,new_DNA_2545,new_DNA_3089,new_DNA_3107,new_DNA_3108,new_DNA_2536,new_DNA_3111,new_DNA_2537,new_DNA_2538,new_DNA_3083
Cluster_502	new_DNA_2572	1	new_DNA_2572
Cluster_503	new_DNA_2604	1	new_DNA_2604
Cluster_504	new_DNA_2637	1	new_DNA_2637
Cluster_505	new_DNA_2669	1	new_DNA_2669
Cluster_506	new_DNA_2701	1	new_DNA_2701
Cluster_507	new_DNA_2733	1	new_DNA_2733
Cluster_508	new_DNA_2765	1	new_DNA_2765
Cluster_509	new_DNA_2797	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2798	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2800	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2783	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2784	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2786	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2787	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2788	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2789	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2791	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2792	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2793	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2795	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_509	new_DNA_2796	14	new_DNA_2797,new_DNA_2798,new_DNA_2800,new_DNA_2783,new_DNA_2784,new_DNA_2786,new_DNA_2787,new_DNA_2788,new_DNA_2789,new_DNA_2791,new_DNA_2792,new_DNA_2793,new_DNA_2795,new_DNA_2796
Cluster_510	new_DNA_2829	4	new_DNA_2829,new_DNA_2841,new_DNA_2811,new_DNA_2827
Cluster_510	new_DNA_2841	4	new_DNA_2829,new_DNA_2841,new_DNA_2811,new_DNA_2827
Cluster_510	new_DNA_2811	4	new_DNA_2829,new_DNA_2841,new_DNA_2811,new_DNA_2827
Cluster_510	new_DNA_2827	4	new_DNA_2829,new_DNA_2841,new_DNA_2811,new_DNA_2827
Cluster_511	new_DNA_2861	1	new_DNA_2861
Cluster_512	new_DNA_2893	1	new_DNA_2893
Cluster_513	new_DNA_2925	1	new_DNA_2925
Cluster_514	new_DNA_2957	1	new_DNA_2957
Cluster_515	new_DNA_2989	1	new_DNA_2989
Cluster_516	new_DNA_3084	1	new_DNA_3084
Cluster_517	new_DNA_3147	1	new_DNA_3147
Cluster_518	new_DNA_3242	1	new_DNA_3242
Cluster_519	new_DNA_3306	1	new_DNA_3306
Cluster_520	new_DNA_3338	1	new_DNA_3338
Cluster_521	new_DNA_3401	4	new_DNA_3401,new_DNA_3402,new_DNA_3079,new_DNA_3080
Cluster_521	new_DNA_3402	4	new_DNA_3401,new_DNA_3402,new_DNA_3079,new_DNA_3080
Cluster_521	new_DNA_3079	4	new_DNA_3401,new_DNA_3402,new_DNA_3079,new_DNA_3080
Cluster_521	new_DNA_3080	4	new_DNA_3401,new_DNA_3402,new_DNA_3079,new_DNA_3080
Cluster_522	new_DNA_1611	1	new_DNA_1611
Cluster_523	new_DNA_1709	1	new_DNA_1709
Cluster_524	new_DNA_1773	2	new_DNA_1773,new_DNA_2073
Cluster_524	new_DNA_2073	2	new_DNA_1773,new_DNA_2073
Cluster_525	new_DNA_1805	1	new_DNA_1805
Cluster_526	new_DNA_1837	1	new_DNA_1837
Cluster_527	new_DNA_1869	1	new_DNA_1869
Cluster_528	new_DNA_1901	1	new_DNA_1901
Cluster_529	new_DNA_1933	1	new_DNA_1933
Cluster_530	new_DNA_1965	1	new_DNA_1965
Cluster_531	new_DNA_1997	1	new_DNA_1997
Cluster_532	new_DNA_2029	1	new_DNA_2029
Cluster_533	new_DNA_2061	1	new_DNA_2061
Cluster_534	new_DNA_2189	1	new_DNA_2189
Cluster_535	new_DNA_2221	1	new_DNA_2221
Cluster_536	new_DNA_2253	1	new_DNA_2253
Cluster_537	new_DNA_2285	1	new_DNA_2285
Cluster_538	new_DNA_2317	1	new_DNA_2317
Cluster_539	new_DNA_2349	1	new_DNA_2349
Cluster_540	new_DNA_2381	1	new_DNA_2381
Cluster_541	new_DNA_2445	1	new_DNA_2445
Cluster_542	new_DNA_2477	1	new_DNA_2477
Cluster_543	new_DNA_2509	2	new_DNA_2509,new_DNA_2516
Cluster_543	new_DNA_2516	2	new_DNA_2509,new_DNA_2516
Cluster_544	new_DNA_2573	1	new_DNA_2573
Cluster_545	new_DNA_2638	1	new_DNA_2638
Cluster_546	new_DNA_2670	1	new_DNA_2670
Cluster_547	new_DNA_2702	1	new_DNA_2702
Cluster_548	new_DNA_2734	2	new_DNA_2734,new_DNA_2060
Cluster_548	new_DNA_2060	2	new_DNA_2734,new_DNA_2060
Cluster_549	new_DNA_2766	1	new_DNA_2766
Cluster_550	new_DNA_2830	1	new_DNA_2830
Cluster_551	new_DNA_2862	1	new_DNA_2862
Cluster_552	new_DNA_2894	7	new_DNA_2894,new_DNA_2895,new_DNA_2896,new_DNA_2897,new_DNA_3060,new_DNA_3061,new_DNA_3062
Cluster_552	new_DNA_2895	7	new_DNA_2894,new_DNA_2895,new_DNA_2896,new_DNA_2897,new_DNA_3060,new_DNA_3061,new_DNA_3062
Cluster_552	new_DNA_2896	7	new_DNA_2894,new_DNA_2895,new_DNA_2896,new_DNA_2897,new_DNA_3060,new_DNA_3061,new_DNA_3062
Cluster_552	new_DNA_2897	7	new_DNA_2894,new_DNA_2895,new_DNA_2896,new_DNA_2897,new_DNA_3060,new_DNA_3061,new_DNA_3062
Cluster_552	new_DNA_3060	7	new_DNA_2894,new_DNA_2895,new_DNA_2896,new_DNA_2897,new_DNA_3060,new_DNA_3061,new_DNA_3062
Cluster_552	new_DNA_3061	7	new_DNA_2894,new_DNA_2895,new_DNA_2896,new_DNA_2897,new_DNA_3060,new_DNA_3061,new_DNA_3062
Cluster_552	new_DNA_3062	7	new_DNA_2894,new_DNA_2895,new_DNA_2896,new_DNA_2897,new_DNA_3060,new_DNA_3061,new_DNA_3062
Cluster_553	new_DNA_2958	1	new_DNA_2958
Cluster_554	new_DNA_1818	1	new_DNA_1818
Cluster_555	new_DNA_1850	1	new_DNA_1850
Cluster_556	new_DNA_1882	1	new_DNA_1882
Cluster_557	new_DNA_1914	1	new_DNA_1914
Cluster_558	new_DNA_1946	2	new_DNA_1946,new_DNA_1947
Cluster_558	new_DNA_1947	2	new_DNA_1946,new_DNA_1947
Cluster_559	new_DNA_1978	1	new_DNA_1978
Cluster_560	new_DNA_2010	1	new_DNA_2010
Cluster_561	new_DNA_2074	4	new_DNA_2074,new_DNA_2863,new_DNA_3395,new_DNA_3396
Cluster_561	new_DNA_2863	4	new_DNA_2074,new_DNA_2863,new_DNA_3395,new_DNA_3396
Cluster_561	new_DNA_3395	4	new_DNA_2074,new_DNA_2863,new_DNA_3395,new_DNA_3396
Cluster_561	new_DNA_3396	4	new_DNA_2074,new_DNA_2863,new_DNA_3395,new_DNA_3396
Cluster_562	new_DNA_2106	1	new_DNA_2106
Cluster_563	new_DNA_2138	2	new_DNA_2138,new_DNA_3095
Cluster_563	new_DNA_3095	2	new_DNA_2138,new_DNA_3095
Cluster_564	new_DNA_2266	1	new_DNA_2266
Cluster_565	new_DNA_2298	1	new_DNA_2298
Cluster_566	new_DNA_2362	1	new_DNA_2362
Cluster_567	new_DNA_2394	1	new_DNA_2394
Cluster_568	new_DNA_2426	1	new_DNA_2426
Cluster_569	new_DNA_2458	4	new_DNA_2458,new_DNA_2457,new_DNA_2459,new_DNA_2460
Cluster_569	new_DNA_2457	4	new_DNA_2458,new_DNA_2457,new_DNA_2459,new_DNA_2460
Cluster_569	new_DNA_2459	4	new_DNA_2458,new_DNA_2457,new_DNA_2459,new_DNA_2460
Cluster_569	new_DNA_2460	4	new_DNA_2458,new_DNA_2457,new_DNA_2459,new_DNA_2460
Cluster_570	new_DNA_2490	1	new_DNA_2490
Cluster_571	new_DNA_2554	2	new_DNA_2554,new_DNA_2551
Cluster_571	new_DNA_2551	2	new_DNA_2554,new_DNA_2551
Cluster_572	new_DNA_2586	4	new_DNA_2586,new_DNA_1999,new_DNA_2585,new_DNA_2219
Cluster_572	new_DNA_1999	4	new_DNA_2586,new_DNA_1999,new_DNA_2585,new_DNA_2219
Cluster_572	new_DNA_2585	4	new_DNA_2586,new_DNA_1999,new_DNA_2585,new_DNA_2219
Cluster_572	new_DNA_2219	4	new_DNA_2586,new_DNA_1999,new_DNA_2585,new_DNA_2219
Cluster_573	new_DNA_2618	1	new_DNA_2618
Cluster_574	new_DNA_2651	1	new_DNA_2651
Cluster_575	new_DNA_2715	1	new_DNA_2715
Cluster_576	new_DNA_2779	1	new_DNA_2779
Cluster_577	new_DNA_2843	2	new_DNA_2843,new_DNA_2840
Cluster_577	new_DNA_2840	2	new_DNA_2843,new_DNA_2840
Cluster_578	new_DNA_2875	1	new_DNA_2875
Cluster_579	new_DNA_2907	1	new_DNA_2907
Cluster_580	new_DNA_3003	3	new_DNA_3003,new_DNA_2998,new_DNA_3004
Cluster_580	new_DNA_2998	3	new_DNA_3003,new_DNA_2998,new_DNA_3004
Cluster_580	new_DNA_3004	3	new_DNA_3003,new_DNA_2998,new_DNA_3004
Cluster_581	new_DNA_3035	1	new_DNA_3035
Cluster_582	new_DNA_3066	1	new_DNA_3066
Cluster_583	new_DNA_3129	1	new_DNA_3129
Cluster_584	new_DNA_3161	1	new_DNA_3161
Cluster_585	new_DNA_3193	1	new_DNA_3193
Cluster_586	new_DNA_3224	1	new_DNA_3224
Cluster_587	new_DNA_3256	1	new_DNA_3256
Cluster_588	new_DNA_3320	4	new_DNA_3320,new_DNA_3321,new_DNA_3322,new_DNA_3323
Cluster_588	new_DNA_3321	4	new_DNA_3320,new_DNA_3321,new_DNA_3322,new_DNA_3323
Cluster_588	new_DNA_3322	4	new_DNA_3320,new_DNA_3321,new_DNA_3322,new_DNA_3323
Cluster_588	new_DNA_3323	4	new_DNA_3320,new_DNA_3321,new_DNA_3322,new_DNA_3323
Cluster_589	new_DNA_3383	1	new_DNA_3383
Cluster_590	new_DNA_1627	1	new_DNA_1627
Cluster_591	new_DNA_1691	1	new_DNA_1691
Cluster_592	new_DNA_1723	1	new_DNA_1723
Cluster_593	new_DNA_1851	1	new_DNA_1851
Cluster_594	new_DNA_1883	1	new_DNA_1883
Cluster_595	new_DNA_1915	1	new_DNA_1915
Cluster_596	new_DNA_1979	1	new_DNA_1979
Cluster_597	new_DNA_2011	1	new_DNA_2011
Cluster_598	new_DNA_2043	1	new_DNA_2043
Cluster_599	new_DNA_2075	1	new_DNA_2075
Cluster_600	new_DNA_2107	1	new_DNA_2107
Cluster_601	new_DNA_2139	1	new_DNA_2139
Cluster_602	new_DNA_2171	1	new_DNA_2171
Cluster_603	new_DNA_2203	1	new_DNA_2203
Cluster_604	new_DNA_2267	1	new_DNA_2267
Cluster_605	new_DNA_2299	1	new_DNA_2299
Cluster_606	new_DNA_2363	1	new_DNA_2363
Cluster_607	new_DNA_2395	1	new_DNA_2395
Cluster_608	new_DNA_2427	1	new_DNA_2427
Cluster_609	new_DNA_2491	1	new_DNA_2491
Cluster_610	new_DNA_2523	1	new_DNA_2523
Cluster_611	new_DNA_2555	1	new_DNA_2555
Cluster_612	new_DNA_2587	1	new_DNA_2587
Cluster_613	new_DNA_2619	1	new_DNA_2619
Cluster_614	new_DNA_2684	1	new_DNA_2684
Cluster_615	new_DNA_2716	1	new_DNA_2716
Cluster_616	new_DNA_2780	1	new_DNA_2780
Cluster_617	new_DNA_2812	1	new_DNA_2812
Cluster_618	new_DNA_2844	1	new_DNA_2844
Cluster_619	new_DNA_2876	1	new_DNA_2876
Cluster_620	new_DNA_2908	1	new_DNA_2908
Cluster_621	new_DNA_2972	2	new_DNA_2972,new_DNA_2971
Cluster_621	new_DNA_2971	2	new_DNA_2972,new_DNA_2971
Cluster_622	new_DNA_3036	1	new_DNA_3036
Cluster_623	new_DNA_3067	1	new_DNA_3067
Cluster_624	new_DNA_3130	1	new_DNA_3130
Cluster_625	new_DNA_2663	1	new_DNA_2663
Cluster_626	new_DNA_2695	1	new_DNA_2695
Cluster_627	new_DNA_2727	1	new_DNA_2727
Cluster_628	new_DNA_2759	38	new_DNA_2759,new_DNA_2225,new_DNA_2154,new_DNA_2758,new_DNA_1746,new_DNA_1747,new_DNA_1760,new_DNA_2066,new_DNA_1748,new_DNA_1749,new_DNA_2231,new_DNA_2156,new_DNA_2202,new_DNA_2235,new_DNA_2172,new_DNA_2237,new_DNA_2016,new_DNA_2153,new_DNA_1754,new_DNA_1755,new_DNA_2236,new_DNA_1757,new_DNA_1758,new_DNA_1759,new_DNA_2754,new_DNA_2755,new_DNA_1763,new_DNA_2756,new_DNA_1764,new_DNA_2015,new_DNA_2757,new_DNA_1765,new_DNA_1766,new_DNA_1767,new_DNA_1751,new_DNA_2760,new_DNA_1768,new_DNA_1744
Cluster_628	new_DNA_2225	38	new_DNA_2759,new_DNA_2225,new_DNA_2154,new_DNA_2758,new_DNA_1746,new_DNA_1747,new_DNA_1760,new_DNA_2066,new_DNA_1748,new_DNA_1749,new_DNA_2231,new_DNA_2156,new_DNA_2202,new_DNA_2235,new_DNA_2172,new_DNA_2237,new_DNA_2016,new_DNA_2153,new_DNA_1754,new_DNA_1755,new_DNA_2236,new_DNA_1757,new_DNA_1758,new_DNA_1759,new_DNA_2754,new_DNA_2755,new_DNA_1763,new_DNA_2756,new_DNA_1764,new_DNA_2015,new_DNA_2757,new_DNA_1765,new_DNA_1766,new_DNA_1767,new_DNA_1751,new_DNA_2760,new_DNA_1768,new_DNA_1744
Cluster_628	new_DNA_2154	38	new_DNA_2759,new_DNA_2225,new_DNA_2154,new_DNA_2758,new_DNA_1746,new_DNA_1747,new_DNA_1760,new_DNA_2066,new_DNA_1748,new_DNA_1749,new_DNA_2231,new_DNA_2156,new_DNA_2202,new_DNA_2235,new_DNA_2172,new_DNA_2237,new_DNA_2016,new_DNA_2153,new_DNA_1754,new_DNA_1755,new_DNA_2236,new_DNA_1757,new_DNA_1758,new_DNA_1759,new_DNA_2754,new_DNA_2755,new_DNA_1763,new_DNA_2756,new_DNA_1764,new_DNA_2015,new_DNA_2757,new_DNA_1765,new_DNA_1766,new_DNA_1767,new_DNA_1751,new_DNA_2760,new_DNA_1768,new_DNA_1744
Cluster_628	new_DNA_2758	38	new_DNA_2759,new_DNA_2225,new_DNA_2154,new_DNA_2758,new_DNA_1746,new_DNA_1747,new_DNA_1760,new_DNA_2066,new_DNA_1748,new_DNA_1749,new_DNA_2231,new_DNA_2156,new_DNA_2202,new_DNA_2235,new_DNA_2172,new_DNA_2237,new_DNA_2016,new_DNA_2153,new_DNA_1754,new_DNA_1755,new_DNA_2236,new_DNA_1757,new_DNA_1758,new_DNA_1759,new_DNA_2754,new_DNA_2755,new_DNA_1763,new_DNA_2756,new_DNA_1764,new_DNA_2015,new_DNA_2757,new_DNA_1765,new_DNA_1766,new_DNA_1767,new_DNA_1751,new_DNA_2760,new_DNA_1768,new_DNA_1744
Cluster_628	new_DNA_1746	38	new_DNA_2759,new_DNA_2225,new_DNA_2154,new_DNA_2758,new_DNA_1746,new_DNA_1747,new_DNA_1760,new_DNA_2066,new_DNA_1748,new_DNA_1749,new_DNA_2231,new_DNA_2156,new_DNA_2202,new_DNA_2235,new_DNA_2172,new_DNA_2237,new_DNA_2016,new_DNA_2153,new_DNA_1754,new_DNA_1755,new_DNA_2236,new_DNA_1757,new_DNA_1758,new_DNA_1759,new_DNA_2754,new_DNA_2755,new_DNA_1763,new_DNA_2756,new_DNA_1764,new_DNA_2015,new_DNA_2757,new_DNA_1765,new_DNA_1766,new_DNA_1767,new_DNA_1751,new_DNA_2760,new_DNA_1768,new_DNA_1744
Cluster_628	new_DNA_1747	38	new_DNA_2759,new_DNA_2225,new_DNA_2154,new_DNA_2758,new_DNA_1746,new_DNA_1747,new_DNA_1760,new_DNA_2066,new_DNA_1748,new_DNA_1749,new_DNA_2231,new_DNA_2156,new_DNA_2202,new_DNA_2235,new_DNA_2172,new_DNA_2237,new_DNA_2016,new_DNA_2153,new_DNA_1754,new_DNA_1755,new_DNA_2236,new_DNA_1757,new_DNA_1758,new_DNA_1759,new_DNA_2754,new_DNA_2755,new_DNA_1763,new_DNA_2756,new_DNA_1764,new_DNA_2015,new_DNA_2757,new_DNA_1765,new_DNA_1766,new_DNA_1767,new_DNA_1751,new_DNA_2760,new_DNA_1768,new_DNA_1744
Cluster_628	new_DNA_1760	38	new_DNA_2759,new_DNA_2225,new_DNA_2154,new_DNA_2758,new_DNA_1746,new_DNA_1747,new_DNA_1760,new_DNA_2066,new_DNA_1748,new_DNA_1749,new_DNA_2231,new_DNA_2156,new_DNA_2202,new_DNA_2235,new_DNA_2172,new_DNA_2237,new_DNA_2016,new_DNA_2153,new_DNA_1754,new_DNA_1755,new_DNA_2236,new_DNA_1757,new_DNA_1758,new_DNA_1759,new_DNA_2754,new_DNA_2755,new_DNA_1763,new_DNA_2756,new_DNA_1764,new_DNA_2015,new_DNA_2757,new_DNA_1765,new_DNA_1766,new_DNA_1767,new_DNA_1751,new_DNA_2760,new_DNA_1768,new_DNA_1744
Cluster_628	new_DNA_2066	38	new_DNA_2759,new_DNA_2225,new_DNA_2154,new_DNA_2758,new_DNA_1746,new_DNA_1747,new_DNA_1760,new_DNA_2066,new_DNA_1748,new_DNA_1749,new_DNA_2231,new_DNA_2156,new_DNA_2202,new_DNA_2235,new_DNA_2172,new_DNA_2237,new_DNA_2016,new_DNA_2153,new_DNA_1754,new_DNA_1755,new_DNA_2236,new_DNA_1757,new_DNA_1758,new_DNA_1759,new_DNA_2754,new_DNA_2755,new_DNA_1763,new_DNA_2756,new_DNA_1764,new_DNA_2015,new_DNA_2757,new_DNA_1765,new_DNA_1766,new_DNA_1767,new_DNA_1751,new_DNA_2760,new_DNA_1768,new_DNA_1744
Cluster_628	new_DNA_1748	38	new_DNA_2759,new_DNA_2225,new_DNA_2154,new_DNA_2758,new_DNA_1746,new_DNA_1747,new_DNA_1760,new_DNA_2066,new_DNA_1748,new_DNA_1749,new_DNA_2231,new_DNA_2156,new_DNA_2202,new_DNA_2235,new_DNA_2172,new_DNA_2237,new_DNA_2016,new_DNA_2153,new_DNA_1754,new_DNA_1755,new_DNA_2236,new_DNA_1757,new_DNA_1758,new_DNA_1759,new_DNA_2754,new_DNA_2755,new_DNA_1763,new_DNA_2756,new_DNA_1764,new_DNA_2015,new_DNA_2757,new_DNA_1765,new_DNA_1766,new_DNA_1767,new_DNA_1751,new_DNA_2760,new_DNA_1768,new_DNA_1744
Cluster_628	new_DNA_1749	38	new_DNA_2759,new_DNA_2225,new_DNA_2154,new_DNA_2758,new_DNA_1746,new_DNA_1747,new_DNA_1760,new_DNA_2066,new_DNA_1748,new_DNA_1749,new_DNA_2231,new_DNA_2156,new_DNA_2202,new_DNA_2235,new_DNA_2172,new_DNA_2237,new_DNA_2016,new_DNA_2153,new_DNA_1754,new_DNA_1755,new_DNA_2236,new_DNA_1757,new_DNA_1758,new_DNA_1759,new_DNA_2754,new_DNA_2755,new_DNA_1763,new_DNA_2756,new_DNA_1764,new_DNA_2015,new_DNA_2757,new_DNA_1765,new_DNA_1766,new_DNA_1767,new_DNA_1751,new_DNA_2760,new_DNA_1768,new_DNA_1744
